461.81,192.72,-12.48,132.0,287.0,1020.8572468711716,-347.9596341958236,-95.85013089186549,1020.8572468711716
472.81,75.96,-13.92,257.0,283.0,999.2578543054822,-230.76038569199565,-97.73603315704162,999.2578543054822
459.46,-23.7,-15.28,370.0,281.0,1002.804619789123,-130.99313956499086,-99.93824410438519,1002.804619789123
347.98,-19.94,-17.22,368.0,414.0,989.3294183595416,-131.22530331105222,17.647923240029744,989.3294183595416
316.94,114.87,-16.05,217.0,453.0,999.4867192941119,-265.6214762842933,52.44549387000328,999.4867192941119
319.85,201.46,-14.9,125.0,448.0,1008.4522843908089,-350.12969307821317,48.43979888665868,1008.4522843908089
225.01,205.54,-16.53,122.0,558.0,1010.0458333333329,-352.99922485351556,145.88123518625892,1010.0458333333329
208.88,117.36,-17.95,218.0,578.0,988.2939037773937,-262.44947128783394,160.67530265936074,988.2939037773937
182.49,-4.34,-19.97,354.0,611.0,962.8391418457029,-139.98911361694337,184.37525386810302,962.8391418457029
181.86,-4.79,15.37,338.0,619.0,930.3957752900967,-148.1763052098892,184.7704893560971,930.3957752900967
173.85,107.57,16.66,212.0,623.0,956.7132303646197,-259.03623673557854,193.63190498595802,956.7132303646197
178.0,231.37,18.31,75.0,617.0,973.5103404093135,-381.3372728635941,191.5586161373331,973.5103404093135
267.09,226.37,19.83,79.0,509.0,988.2681935628262,-383.2562077840171,100.00128563245137,988.2681935628262
257.93,107.48,18.15,207.0,522.0,978.2414680894958,-268.61879369454795,110.2700737189184,978.2414680894958
253.03,-38.45,16.21,379.0,529.0,944.0147125539972,-116.07498760562376,112.63928429414062,944.0147125539972
387.99,-65.44,18.26,406.0,365.0,936.1216649373371,-93.06053827603657,-23.818032582600853,936.1216649373371
414.13,64.91,20.39,255.0,334.0,972.2451728213154,-226.38730010311158,-51.13986746188816,972.2451728213154
418.23,187.27,22.02,119.0,335.0,983.2080759105381,-346.55268090040977,-51.213725712794094,983.2080759105381
417.72,186.9,50.92,99.0,330.0,955.5823032276048,-353.42792985245984,-53.720401609266084,955.5823032276048
408.19,130.0,62.78,159.0,340.0,928.6821462110502,-294.51372722816853,-44.38157059110282,928.6821462110502
373.11,-43.09,59.95,364.0,381.0,902.248626583052,-123.0769729122335,-10.471294851709747,902.248626583052
305.2,-33.14,58.87,354.0,467.0,895.9353944130414,-129.86468255962595,58.16030647961274,895.9353944130414
320.98,107.56,60.95,210.0,448.0,929.7791557937369,-252.8025782850921,44.624381956506944,929.7791557937369
325.14,231.59,62.6,48.0,442.0,943.8911084626851,-392.1217587119654,40.05246222646615,943.8911084626851
225.38,260.46,61.19,12.0,567.0,938.4577419574438,-419.7864356407756,143.02880420134622,938.4577419574438
238.25,129.66,59.76,160.0,551.0,917.5677748421169,-289.963640225644,127.49588597847136,917.5677748421169
233.88,-0.63,58.02,318.0,557.0,895.1227758070991,-158.16779731301693,129.19405409869023,895.1227758070991
